crop,crop_id,month,growth_stage,soil_moisture_pct,temperature_c,humidity_pct,rainfall_24h_mm,wind_speed_kmh,solar_radiation,eto_mm_day,kc,etc_mm_day,days_since_irrigation,moisture_threshold,irrigate
citrus,1,6,3,64.7,27.0,44.6,2.8,4.6,25.0,12.0,0.85,10.2,0,46,0
citrus,1,5,2,38.4,27.7,69.5,0.0,1.7,25.0,6.81,0.85,5.79,11,48,1
olive,0,6,2,44.5,25.7,29.0,0.0,2.5,25.0,12.0,0.75,9.0,11,40,0
olive,0,12,0,38.6,9.3,76.3,0.0,4.6,17.0,0.71,0.65,0.46,5,30,0
olive,0,3,1,42.4,11.8,51.6,35.7,7.1,25.0,2.89,0.7,2.02,2,35,0
wheat,2,2,1,53.7,19.0,77.8,0.0,2.5,25.0,2.4,0.7,1.68,3,35,0
citrus,1,8,3,53.1,37.0,17.4,0.0,2.8,17.2,12.0,0.85,10.2,6,46,0
citrus,1,3,1,53.9,9.4,59.3,0.0,2.7,25.0,1.75,0.75,1.31,1,42,0
olive,0,7,3,52.8,30.6,26.6,0.0,2.5,23.7,12.0,0.75,9.0,4,37,0
olive,0,5,2,53.1,22.2,56.8,0.0,10.0,25.0,7.1,0.75,5.33,3,40,0
wheat,2,6,4,47.4,26.9,35.3,0.0,3.1,25.0,12.0,0.5,6.0,11,25,0
olive,0,5,2,53.3,30.3,43.0,0.0,4.5,25.0,12.0,0.75,9.0,9,40,0
citrus,1,1,0,47.4,18.4,65.2,0.0,3.6,20.8,3.05,0.7,2.13,6,40,0
olive,0,1,0,56.5,4.3,85.3,4.8,7.7,21.2,0.5,0.65,0.33,11,30,0
wheat,2,11,0,35.0,10.0,76.9,4.9,7.2,11.2,0.52,0.4,0.21,8,30,0
olive,0,1,0,40.8,15.1,60.8,0.0,4.2,24.5,3.0,0.65,1.95,2,30,0
olive,0,4,1,59.7,15.6,60.1,2.4,2.2,25.0,3.14,0.7,2.2,1,35,0
citrus,1,8,3,42.0,25.0,26.6,0.0,6.1,14.9,8.51,0.85,7.23,6,46,1
wheat,2,3,2,53.5,16.8,59.9,0.0,2.6,25.0,3.57,1.15,4.11,1,42,0
wheat,2,4,3,24.7,18.6,57.5,0.0,2.1,25.0,4.41,1.15,5.07,14,45,1
wheat,2,7,0,33.7,34.7,33.6,0.0,2.8,20.5,12.0,0.4,4.8,14,30,1
wheat,2,2,1,40.1,15.3,71.1,0.0,8.9,24.9,2.49,0.7,1.74,6,35,0
wheat,2,1,1,51.4,7.0,81.8,0.0,3.8,23.9,0.59,0.7,0.42,4,35,0
wheat,2,7,0,28.9,31.3,50.9,0.0,6.6,20.8,12.0,0.4,4.8,11,30,1
wheat,2,7,0,50.8,37.5,27.9,0.0,13.5,19.8,12.0,0.4,4.8,12,30,0
olive,0,7,3,34.2,33.0,29.3,0.0,3.4,19.3,12.0,0.75,9.0,3,37,1
wheat,2,2,1,43.7,13.4,67.1,0.0,4.3,25.0,2.19,0.7,1.53,7,35,0
citrus,1,6,3,20.2,23.8,29.8,0.0,1.8,25.0,11.35,0.85,9.65,8,46,1
olive,0,3,1,53.5,7.2,68.2,14.0,3.3,25.0,1.1,0.7,0.77,8,35,1
wheat,2,5,3,22.7,15.0,33.7,0.0,6.0,25.0,5.27,1.15,6.06,14,45,1
olive,0,8,3,48.8,26.7,30.3,0.0,6.2,14.5,9.07,0.75,6.81,6,37,0
wheat,2,2,1,46.9,11.1,65.3,0.0,7.0,25.0,1.92,0.7,1.35,4,35,0
citrus,1,6,3,35.0,25.2,31.9,0.0,11.2,25.0,12.0,0.85,10.2,4,46,1
citrus,1,9,3,10.0,20.9,39.5,0.0,4.9,11.7,3.79,0.85,3.22,13,46,1
wheat,2,9,0,42.4,16.8,40.2,0.0,6.3,11.6,2.63,0.4,1.05,6,30,0
wheat,2,2,1,32.4,14.3,62.5,1.0,5.0,25.0,2.76,0.7,1.93,8,35,1
olive,0,4,1,37.2,16.0,55.3,0.0,6.1,25.0,3.92,0.7,2.74,13,35,0
wheat,2,7,0,34.1,27.9,38.2,0.0,6.2,25.0,12.0,0.4,4.8,7,30,0
citrus,1,2,0,59.7,13.8,56.3,0.0,6.2,25.0,3.13,0.7,2.19,12,40,0
olive,0,2,0,38.3,15.2,74.6,0.0,2.2,25.0,1.92,0.65,1.25,3,30,0
olive,0,8,3,58.7,29.0,33.1,0.0,6.1,13.4,9.63,0.75,7.22,7,37,0
wheat,2,7,0,53.5,28.5,34.5,0.0,7.7,20.6,12.0,0.4,4.8,9,30,0
wheat,2,9,0,32.3,24.1,39.7,0.0,3.4,11.8,4.86,0.4,1.94,3,30,0
olive,0,12,0,42.2,10.3,70.1,0.0,5.4,10.9,0.65,0.65,0.42,8,30,0
citrus,1,9,3,57.4,28.5,50.0,0.0,6.0,8.6,4.4,0.85,3.74,0,46,1
citrus,1,12,4,73.5,9.3,85.0,0.0,1.2,18.8,0.5,0.75,0.38,10,42,0
wheat,2,6,4,35.7,27.9,27.8,0.0,3.3,25.0,12.0,0.5,6.0,2,25,0
wheat,2,7,0,38.8,29.4,29.2,0.0,2.6,21.3,12.0,0.4,4.8,9,30,1
wheat,2,9,0,32.9,28.8,21.4,0.0,8.0,12.9,11.09,0.4,4.44,4,30,0
citrus,1,10,4,51.4,17.6,42.9,0.0,3.9,7.3,1.64,0.75,1.23,1,42,0
citrus,1,11,4,48.7,14.0,72.1,0.0,3.6,12.1,0.95,0.75,0.71,13,42,0
citrus,1,12,4,42.3,7.9,75.7,0.0,13.7,18.2,0.78,0.75,0.59,3,42,0
olive,0,7,3,67.2,34.8,19.0,0.0,3.6,20.6,12.0,0.75,9.0,0,37,0
citrus,1,10,4,44.3,24.7,53.1,1.8,2.7,10.5,3.52,0.75,2.64,4,42,0
wheat,2,3,2,50.5,7.1,53.2,20.8,5.4,25.0,1.66,1.15,1.9,2,42,0
olive,0,6,2,34.9,25.6,30.7,0.0,8.2,25.0,12.0,0.75,9.0,12,40,1
olive,0,5,2,51.7,29.3,43.2,0.0,6.0,25.0,12.0,0.75,9.0,3,40,0
citrus,1,1,0,39.5,15.0,73.6,0.0,4.9,22.4,1.86,0.7,1.3,12,40,1
olive,0,9,4,36.8,24.2,41.4,5.8,3.8,11.9,4.86,0.7,3.41,9,32,0
olive,0,4,1,53.9,21.3,61.0,0.0,4.2,25.0,5.33,0.7,3.73,2,35,0
wheat,2,12,0,55.1,13.8,83.2,4.7,2.8,12.8,0.58,0.4,0.23,8,30,0
olive,0,9,4,42.9,26.2,35.4,0.0,4.2,12.1,6.5,0.7,4.55,11,32,0
citrus,1,2,0,65.4,10.4,78.7,0.0,8.9,25.0,1.13,0.7,0.79,13,40,1
olive,0,9,4,41.0,22.1,38.9,0.0,4.3,11.5,4.11,0.7,2.88,2,32,0
wheat,2,11,0,63.6,15.0,66.0,0.0,2.7,12.4,1.27,0.4,0.51,5,30,0
wheat,2,6,4,33.5,23.0,24.8,0.0,4.0,25.0,11.88,0.5,5.94,1,25,0
wheat,2,3,2,20.4,8.7,66.5,0.0,4.0,25.0,1.38,1.15,1.59,12,42,0
citrus,1,5,2,27.8,24.4,45.2,1.8,4.5,25.0,9.79,0.85,8.32,14,48,1
olive,0,2,0,80.0,12.7,67.7,38.3,3.0,25.0,1.96,0.65,1.27,11,30,0
citrus,1,11,4,51.2,10.8,65.6,3.1,3.2,9.7,0.67,0.75,0.5,2,42,0
wheat,2,7,0,18.6,29.8,15.0,0.0,2.8,18.0,12.0,0.4,4.8,8,30,1
wheat,2,4,3,56.6,17.7,60.0,0.0,4.3,25.0,4.0,1.15,4.6,3,45,0
wheat,2,1,1,30.1,13.6,81.9,2.4,3.8,23.9,1.16,0.7,0.81,2,35,1
olive,0,9,4,26.5,26.3,48.8,0.0,3.0,14.0,5.82,0.7,4.08,14,32,1
citrus,1,10,4,35.9,27.0,58.4,0.0,2.2,9.9,3.52,0.75,2.64,10,42,1
citrus,1,4,1,56.1,21.0,68.1,0.0,4.6,25.0,4.28,0.75,3.21,8,42,0
citrus,1,9,3,41.1,31.4,37.9,2.9,3.0,13.9,10.6,0.85,9.01,12,46,1
olive,0,3,1,56.2,14.4,51.3,0.0,3.6,25.0,3.51,0.7,2.46,7,35,0
wheat,2,5,3,28.4,22.4,53.6,0.0,3.9,25.0,6.92,1.15,7.96,14,45,1
olive,0,8,3,43.1,31.9,22.6,0.0,1.5,16.1,12.0,0.75,9.0,6,37,0
wheat,2,12,0,35.5,10.1,81.7,0.0,15.3,15.6,0.66,0.4,0.26,6,30,0
wheat,2,9,0,59.4,24.7,46.8,0.0,10.5,13.2,5.73,0.4,2.29,13,30,1
wheat,2,12,0,33.6,11.0,65.1,0.0,16.2,14.1,1.26,0.4,0.5,1,30,0
citrus,1,8,3,53.9,20.7,32.4,0.0,2.1,12.3,4.13,0.85,3.51,5,46,0
citrus,1,6,3,27.4,32.4,48.0,0.0,6.0,25.0,12.0,0.85,10.2,11,46,1
citrus,1,5,2,30.6,22.2,39.7,0.0,2.6,25.0,8.67,0.85,7.37,11,48,0
wheat,2,5,3,24.8,24.6,42.1,0.0,12.3,25.0,12.0,1.15,13.8,14,45,1
wheat,2,1,1,37.3,7.5,68.2,1.3,3.7,23.7,1.08,0.7,0.76,5,35,0
olive,0,5,2,47.0,23.5,57.0,0.0,7.0,25.0,7.48,0.75,5.61,7,40,0
wheat,2,7,0,47.8,29.0,24.8,0.0,5.0,22.3,12.0,0.4,4.8,11,30,0
olive,0,8,3,26.7,31.1,32.9,0.0,3.0,13.9,11.16,0.75,8.37,1,37,1
citrus,1,7,3,66.2,21.2,28.4,0.0,8.6,22.2,9.37,0.85,7.96,0,46,0
citrus,1,4,1,59.2,15.5,66.0,3.2,7.6,25.0,2.93,0.75,2.2,11,42,1
wheat,2,2,1,67.4,15.4,70.9,13.9,6.7,25.0,2.44,0.7,1.71,8,35,0
citrus,1,4,1,45.3,20.6,78.8,0.0,1.1,25.0,2.57,0.75,1.93,13,42,0
citrus,1,8,3,32.1,33.6,35.9,0.0,2.6,16.2,12.0,0.85,10.2,14,46,1
wheat,2,1,1,30.3,5.1,81.3,0.0,3.0,24.6,0.5,0.7,0.35,9,35,1
olive,0,8,3,27.5,33.6,25.5,0.0,7.4,16.0,12.0,0.75,9.0,13,37,1
citrus,1,11,4,27.8,12.9,70.8,0.0,2.5,9.3,0.67,0.75,0.5,12,42,1
olive,0,4,1,53.6,24.8,58.3,0.0,4.8,25.0,7.76,0.7,5.44,9,35,0
wheat,2,11,0,48.8,15.9,66.1,0.0,1.5,11.4,1.24,0.4,0.5,0,30,0
citrus,1,9,3,40.6,33.9,56.6,0.0,6.5,13.6,9.29,0.85,7.9,12,46,1
olive,0,2,0,62.4,10.8,75.6,0.0,1.3,25.0,1.18,0.65,0.77,8,30,0
citrus,1,12,4,68.3,9.2,62.9,0.0,5.3,18.6,1.22,0.75,0.92,8,42,0
citrus,1,2,0,46.2,9.7,76.0,0.0,4.9,25.0,1.11,0.7,0.78,11,40,0
olive,0,9,4,60.6,26.5,53.5,0.0,2.7,13.9,5.33,0.7,3.73,11,32,0
olive,0,1,0,58.4,11.2,71.2,0.0,2.0,19.0,1.12,0.65,0.73,2,30,1
citrus,1,11,4,58.5,15.9,48.0,0.0,2.4,9.1,1.54,0.75,1.16,8,42,0
citrus,1,6,3,31.0,33.5,49.0,0.0,11.0,25.0,12.0,0.85,10.2,14,46,1
wheat,2,10,0,55.9,17.9,47.5,0.0,5.6,8.2,1.79,0.4,0.72,2,30,0
olive,0,5,2,39.3,26.2,53.2,0.0,8.5,25.0,10.41,0.75,7.8,10,40,1
wheat,2,11,0,52.1,5.8,64.9,11.8,2.9,13.3,0.55,0.4,0.22,11,30,0
olive,0,1,0,35.9,9.4,64.7,7.8,5.3,20.1,1.29,0.65,0.84,5,30,0
wheat,2,5,3,28.3,31.4,52.5,0.0,2.4,25.0,12.0,1.15,13.8,4,45,1
olive,0,6,2,48.9,25.6,38.5,0.0,9.1,25.0,12.0,0.75,9.0,6,40,1
wheat,2,11,0,71.6,12.6,72.9,28.0,2.6,13.4,0.87,0.4,0.35,4,30,1
wheat,2,10,0,42.9,16.0,63.2,0.0,3.6,7.5,0.92,0.4,0.37,0,30,0
citrus,1,5,2,58.8,24.8,51.2,0.0,4.1,25.0,8.95,0.85,7.61,10,48,0
wheat,2,2,1,57.5,8.5,63.2,22.5,3.5,25.0,1.46,0.7,1.02,7,35,0
olive,0,3,1,43.4,15.3,72.6,0.0,2.9,25.0,2.13,0.7,1.49,7,35,0
olive,0,1,0,40.5,6.5,69.1,0.0,2.2,22.4,0.87,0.65,0.56,11,30,1
olive,0,7,3,25.0,30.8,28.7,0.0,8.2,20.7,12.0,0.75,9.0,3,37,1
olive,0,4,1,59.4,12.3,58.8,0.0,4.9,25.0,2.48,0.7,1.74,13,35,0
citrus,1,2,0,43.6,7.2,83.0,0.0,4.1,25.0,0.6,0.7,0.42,8,40,0
wheat,2,10,0,44.7,22.7,42.1,0.0,1.4,6.1,2.09,0.4,0.84,8,30,0
citrus,1,6,3,65.2,29.4,59.1,0.0,2.1,25.0,10.51,0.85,8.94,5,46,0
wheat,2,3,2,11.0,18.2,56.4,0.0,4.4,25.0,4.55,1.15,5.23,6,42,1
wheat,2,10,0,27.0,17.4,49.0,0.0,3.5,11.5,2.24,0.4,0.9,1,30,0
wheat,2,1,1,24.9,8.4,59.1,0.0,9.1,22.0,1.57,0.7,1.1,3,35,1
olive,0,8,3,38.9,30.0,35.3,0.0,3.0,12.9,9.15,0.75,6.86,3,37,0
wheat,2,7,0,57.7,24.6,44.2,0.0,2.4,21.1,8.26,0.4,3.31,2,30,0
wheat,2,6,4,22.9,30.1,62.1,0.0,2.9,25.0,10.47,0.5,5.24,9,25,1
olive,0,3,1,25.7,14.3,68.0,0.0,10.4,25.0,2.58,0.7,1.81,11,35,1
olive,0,11,4,54.3,14.9,61.2,7.9,5.0,7.7,0.94,0.7,0.65,1,32,1
wheat,2,3,2,48.8,15.6,54.6,6.6,5.8,25.0,3.82,1.15,4.39,6,42,0
wheat,2,12,0,38.2,15.5,80.5,0.0,6.7,11.7,0.77,0.4,0.31,12,30,0
wheat,2,8,0,44.8,29.4,25.6,0.0,2.1,15.8,12.0,0.4,4.8,4,30,0
olive,0,7,3,50.1,25.2,44.2,0.0,4.1,22.9,9.72,0.75,7.29,9,37,0
citrus,1,8,3,58.4,30.2,35.3,0.0,10.3,18.7,12.0,0.85,10.2,2,46,0
wheat,2,1,1,37.2,7.0,74.7,1.9,2.9,22.9,0.78,0.7,0.54,10,35,0
citrus,1,4,1,43.6,21.5,43.8,0.0,5.4,25.0,7.97,0.75,5.98,3,42,0
olive,0,8,3,34.5,33.8,27.2,0.0,1.9,18.9,12.0,0.75,9.0,1,37,1
olive,0,1,0,69.5,6.9,85.0,2.1,6.6,22.6,0.5,0.65,0.33,3,30,0
wheat,2,10,0,37.3,18.4,57.1,0.0,7.3,12.6,2.42,0.4,0.97,10,30,0
olive,0,10,4,31.4,11.4,58.6,0.0,9.4,9.5,0.93,0.7,0.65,6,32,1
olive,0,12,0,78.8,15.2,68.2,19.8,7.0,15.8,1.66,0.65,1.08,13,30,1
citrus,1,9,3,51.5,22.0,40.3,0.0,5.9,12.8,4.56,0.85,3.88,10,46,0
citrus,1,6,3,42.3,29.9,53.2,4.8,3.7,25.0,12.0,0.85,10.2,8,46,1
olive,0,7,3,45.5,28.2,31.8,0.0,4.4,24.6,12.0,0.75,9.0,0,37,0
citrus,1,10,4,63.6,15.3,53.4,0.0,4.3,10.3,1.53,0.75,1.15,5,42,0
olive,0,5,2,14.8,21.4,47.5,0.0,3.6,25.0,7.17,0.75,5.38,2,40,1
wheat,2,3,2,37.6,15.6,66.9,0.0,2.7,25.0,2.63,1.15,3.02,14,42,1
wheat,2,4,3,38.7,20.5,61.5,0.0,1.7,25.0,4.7,1.15,5.4,10,45,1
citrus,1,11,4,58.5,15.2,78.9,1.3,8.9,13.2,0.95,0.75,0.72,4,42,0
olive,0,8,3,68.3,27.8,34.8,0.0,1.4,15.8,9.2,0.75,6.9,5,37,0
wheat,2,4,3,34.8,20.9,50.2,0.0,4.3,25.0,6.59,1.15,7.57,10,45,1
wheat,2,6,4,24.4,24.3,37.8,0.0,5.2,25.0,11.17,0.5,5.59,12,25,1
wheat,2,4,3,37.1,17.0,62.9,0.0,6.0,25.0,3.58,1.15,4.12,2,45,1
olive,0,6,2,33.7,22.0,43.6,0.0,5.6,25.0,8.42,0.75,6.32,1,40,1
wheat,2,12,0,39.6,11.5,71.4,0.0,3.0,14.0,0.86,0.4,0.34,14,30,0
citrus,1,2,0,67.9,17.2,58.5,21.2,2.2,25.0,3.79,0.7,2.66,6,40,0
olive,0,6,2,41.3,27.2,20.8,0.0,5.4,25.0,12.0,0.75,9.0,7,40,0
wheat,2,12,0,38.0,12.1,60.3,0.0,4.4,15.8,1.47,0.4,0.59,0,30,0
olive,0,8,3,51.4,31.1,31.3,0.0,2.4,13.5,10.94,0.75,8.21,10,37,0
citrus,1,8,3,52.0,32.8,34.7,0.0,1.7,17.6,12.0,0.85,10.2,13,46,0
citrus,1,4,1,52.9,20.2,64.5,0.0,4.4,25.0,4.42,0.75,3.32,0,42,0
wheat,2,4,3,44.5,19.5,52.0,0.0,1.2,25.0,5.32,1.15,6.12,13,45,1
wheat,2,3,2,34.2,9.7,67.3,0.0,1.6,25.0,1.42,1.15,1.63,2,42,0
citrus,1,8,3,43.4,28.4,23.9,0.0,4.1,17.1,12.0,0.85,10.2,14,46,1
citrus,1,11,4,40.9,14.4,70.6,0.0,3.1,9.8,0.82,0.75,0.62,3,42,1
olive,0,6,2,44.6,26.8,31.5,0.0,7.0,25.0,12.0,0.75,9.0,7,40,0
citrus,1,10,4,49.7,19.6,47.6,0.0,6.4,13.4,3.46,0.75,2.6,8,42,0
olive,0,4,1,33.5,11.8,59.7,0.0,6.0,25.0,2.35,0.7,1.65,0,35,1
citrus,1,11,4,47.1,14.4,60.0,0.0,4.7,12.5,1.48,0.75,1.11,6,42,0
citrus,1,10,4,42.5,19.9,51.7,0.0,6.4,5.2,1.26,0.75,0.95,1,42,0
olive,0,11,4,52.2,13.5,66.5,0.0,5.2,12.9,1.18,0.7,0.83,1,32,0
olive,0,4,1,57.7,22.9,57.1,2.6,1.6,25.0,6.42,0.7,4.5,8,35,0
citrus,1,5,2,23.8,20.4,50.5,0.0,5.0,25.0,6.34,0.85,5.39,13,48,1
citrus,1,3,1,59.2,17.0,48.2,0.0,10.7,25.0,5.38,0.75,4.04,1,42,0
wheat,2,1,1,54.2,10.3,77.3,0.0,5.1,19.6,0.88,0.7,0.62,2,35,0
citrus,1,12,4,38.5,15.2,72.9,0.0,8.0,16.8,1.53,0.75,1.15,5,42,1
olive,0,12,0,55.0,9.2,47.4,0.0,4.1,14.8,1.35,0.65,0.88,10,30,0
citrus,1,7,3,45.1,31.7,22.9,0.0,3.7,18.8,12.0,0.85,10.2,14,46,1
olive,0,11,4,29.7,21.1,65.0,0.0,3.6,11.6,2.16,0.7,1.51,9,32,1
olive,0,4,1,41.6,20.9,36.1,0.0,4.6,25.0,8.51,0.7,5.95,13,35,0
wheat,2,1,1,29.1,7.4,66.6,7.3,4.7,21.7,1.04,0.7,0.73,11,35,1
olive,0,10,4,42.0,24.0,42.4,0.0,3.5,5.9,2.3,0.7,1.61,2,32,0
olive,0,9,4,62.9,24.9,35.4,6.3,6.0,10.1,5.01,0.7,3.5,11,32,0
olive,0,9,4,27.8,29.2,43.2,0.0,5.5,8.0,4.91,0.7,3.44,1,32,1
olive,0,10,4,19.1,21.2,45.4,0.0,1.4,12.7,3.56,0.7,2.49,14,32,1
wheat,2,11,0,51.8,13.0,74.5,0.0,5.3,10.0,0.66,0.4,0.26,3,30,0
wheat,2,7,0,52.6,28.7,34.1,0.0,12.4,20.3,12.0,0.4,4.8,1,30,0
olive,0,3,1,42.7,11.3,58.5,6.7,1.6,25.0,2.12,0.7,1.48,14,35,0
wheat,2,11,0,45.8,15.9,71.4,0.0,5.7,10.9,1.08,0.4,0.43,1,30,0
olive,0,8,3,59.3,31.2,25.6,0.0,1.5,18.3,12.0,0.75,9.0,9,37,0
citrus,1,12,4,64.7,12.5,72.7,1.2,8.2,16.1,1.15,0.75,0.86,4,42,0
olive,0,11,4,29.8,11.3,73.2,6.8,11.5,11.6,0.76,0.7,0.53,7,32,1
citrus,1,2,0,39.7,17.4,85.1,0.0,3.2,25.0,1.41,0.7,0.99,7,40,1
olive,0,3,1,47.8,14.6,67.4,16.9,2.4,25.0,2.35,0.7,1.65,8,35,0
olive,0,8,3,32.0,41.7,45.3,0.0,5.2,15.7,12.0,0.75,9.0,13,37,1
wheat,2,11,0,34.2,17.9,68.0,0.0,5.3,8.9,1.17,0.4,0.47,12,30,0
olive,0,10,4,76.9,18.4,54.7,0.0,1.4,9.3,1.7,0.7,1.19,6,32,0
wheat,2,10,0,47.3,20.9,48.6,0.0,2.3,11.3,2.96,0.4,1.18,7,30,0
wheat,2,12,0,32.0,7.9,62.8,0.0,1.9,18.4,0.99,0.4,0.4,5,30,0
olive,0,10,4,24.6,22.6,48.2,2.0,3.6,8.0,2.52,0.7,1.76,6,32,1
citrus,1,6,3,35.9,27.3,32.2,0.0,4.0,25.0,12.0,0.85,10.2,8,46,1
citrus,1,10,4,49.3,18.7,54.3,0.0,1.8,11.4,2.16,0.75,1.62,0,42,0
citrus,1,2,0,68.4,11.0,78.0,0.0,1.3,25.0,1.09,0.7,0.77,5,40,0
olive,0,1,0,59.6,10.0,71.5,0.0,2.5,22.6,1.18,0.65,0.77,1,30,0
citrus,1,2,0,49.8,11.6,62.4,4.0,7.9,25.0,2.22,0.7,1.56,5,40,0
citrus,1,5,2,38.0,18.4,47.7,7.9,4.3,25.0,5.57,0.85,4.73,9,48,1
wheat,2,1,1,39.2,8.1,77.2,2.4,2.7,24.7,0.85,0.7,0.59,14,35,0
olive,0,9,4,51.7,21.9,46.3,0.0,2.4,8.7,2.61,0.7,1.83,1,32,0
citrus,1,5,2,48.6,22.1,58.7,0.0,5.1,25.0,6.16,0.85,5.23,14,48,0
citrus,1,4,1,30.5,18.4,59.3,0.0,3.8,25.0,4.29,0.75,3.21,11,42,1
citrus,1,1,0,63.3,9.5,72.1,0.0,2.0,22.9,1.1,0.7,0.77,11,40,0
citrus,1,6,3,37.1,23.8,49.5,0.0,4.2,25.0,8.54,0.85,7.26,10,46,1
wheat,2,1,1,53.4,14.8,69.1,0.0,6.6,21.2,2.08,0.7,1.46,14,35,0
olive,0,9,4,52.0,29.0,46.0,0.0,4.3,12.7,7.12,0.7,4.98,2,32,0
olive,0,8,3,72.5,28.0,26.6,0.0,2.1,20.1,12.0,0.75,9.0,1,37,0
olive,0,2,0,67.7,13.0,65.4,1.6,12.4,25.0,2.54,0.65,1.65,5,30,0
wheat,2,4,3,42.8,19.0,59.7,0.0,5.4,25.0,4.59,1.15,5.28,3,45,1
olive,0,12,0,39.8,12.9,77.5,3.1,5.4,18.3,1.06,0.65,0.69,2,30,0
wheat,2,3,2,26.8,20.8,67.6,0.0,5.2,25.0,4.34,1.15,4.99,8,42,1
wheat,2,8,0,47.2,31.8,43.7,0.0,4.8,17.9,12.0,0.4,4.8,14,30,0
citrus,1,8,3,43.5,29.7,35.6,0.0,3.5,15.1,10.53,0.85,8.95,3,46,1
olive,0,7,3,29.3,22.7,27.7,0.0,1.6,21.9,9.28,0.75,6.96,12,37,1
olive,0,2,0,26.7,9.6,62.1,0.0,5.3,25.0,1.76,0.65,1.14,8,30,1
citrus,1,3,1,51.5,14.1,47.7,0.0,2.6,25.0,3.61,0.75,2.71,2,42,1
citrus,1,7,3,35.1,30.4,31.7,0.0,3.8,24.9,12.0,0.85,10.2,14,46,1
citrus,1,1,0,55.6,13.2,73.3,0.0,8.3,22.4,1.67,0.7,1.17,0,40,0
olive,0,4,1,28.7,22.7,50.9,0.0,3.9,25.0,7.54,0.7,5.28,8,35,1
olive,0,4,1,62.8,21.3,62.9,0.0,5.0,25.0,5.17,0.7,3.62,1,35,0
olive,0,11,4,57.2,12.2,56.2,0.0,4.0,13.3,1.36,0.7,0.95,11,32,0
wheat,2,5,3,21.2,24.2,46.1,0.0,3.5,25.0,9.36,1.15,10.76,14,45,1
wheat,2,3,2,52.5,9.5,65.5,0.0,11.0,25.0,1.73,1.15,1.99,6,42,0
citrus,1,10,4,44.2,16.4,48.7,0.0,1.4,9.9,1.7,0.75,1.27,7,42,0
olive,0,5,2,46.2,20.8,64.5,0.0,6.9,25.0,4.89,0.75,3.67,7,40,0
wheat,2,7,0,60.1,34.7,30.3,0.0,3.8,20.3,12.0,0.4,4.8,8,30,0
wheat,2,3,2,30.5,17.3,60.4,0.0,5.3,25.0,3.88,1.15,4.46,13,42,1
citrus,1,5,2,29.1,19.8,43.0,0.0,7.4,25.0,7.25,0.85,6.16,14,48,1
citrus,1,7,3,49.5,25.8,35.1,0.0,2.3,22.5,11.24,0.85,9.55,9,46,0
citrus,1,12,4,38.5,14.1,77.9,1.8,13.3,13.6,1.0,0.75,0.75,14,42,1
citrus,1,7,3,44.3,33.4,28.1,1.5,4.8,23.2,12.0,0.85,10.2,6,46,0
citrus,1,11,4,57.3,15.5,68.8,0.0,10.1,13.9,1.57,0.75,1.17,9,42,0
citrus,1,10,4,68.6,23.6,61.9,0.0,2.1,10.7,2.6,0.75,1.95,2,42,0
citrus,1,4,1,78.0,19.5,47.2,0.0,11.7,25.0,7.03,0.75,5.28,0,42,0
citrus,1,9,3,61.3,25.0,51.5,0.0,9.4,10.3,4.1,0.85,3.49,2,46,0
citrus,1,2,0,54.7,9.4,77.2,0.0,5.5,24.7,1.02,0.7,0.71,4,40,0
citrus,1,4,1,59.9,19.5,63.2,12.8,3.5,25.0,4.25,0.75,3.19,14,42,0
citrus,1,5,2,58.1,30.3,51.5,0.0,4.4,25.0,12.0,0.85,10.2,9,48,0
wheat,2,10,0,38.3,16.2,50.5,0.0,3.4,7.4,1.25,0.4,0.5,4,30,0
citrus,1,3,1,30.7,15.4,49.1,0.0,1.9,25.0,3.9,0.75,2.93,14,42,1
olive,0,9,4,30.6,20.6,43.6,0.0,3.8,12.0,3.48,0.7,2.43,14,32,1
olive,0,5,2,34.8,24.2,39.6,0.0,7.4,25.0,11.26,0.75,8.44,14,40,1
olive,0,7,3,43.3,27.3,28.2,0.0,2.4,21.2,12.0,0.75,9.0,6,37,0
olive,0,2,0,37.9,12.8,71.0,0.0,6.3,25.0,1.88,0.65,1.22,9,30,0
olive,0,11,4,48.8,12.3,71.7,8.8,3.9,13.7,0.92,0.7,0.64,4,32,0
citrus,1,11,4,32.5,17.7,76.0,0.0,7.9,15.1,1.54,0.75,1.15,4,42,1
wheat,2,2,1,37.1,14.8,69.1,0.0,6.9,25.0,2.46,0.7,1.72,12,35,0
olive,0,10,4,48.8,24.3,46.5,0.0,11.8,9.8,4.22,0.7,2.95,12,32,0
wheat,2,10,0,33.5,27.2,63.1,0.0,6.8,10.6,3.67,0.4,1.47,8,30,0
wheat,2,1,1,22.6,7.9,60.0,0.0,15.5,19.4,1.42,0.7,0.99,13,35,1
olive,0,5,2,67.0,17.5,29.2,0.0,5.4,25.0,7.08,0.75,5.31,7,40,0
olive,0,5,2,35.8,19.2,47.3,0.0,4.5,25.0,6.05,0.75,4.54,14,40,1
olive,0,6,2,38.9,38.4,47.9,0.0,8.8,25.0,12.0,0.75,9.0,1,40,1
citrus,1,12,4,47.3,11.4,81.1,0.0,9.2,15.5,0.7,0.75,0.53,3,42,0
wheat,2,3,2,38.3,12.8,59.9,0.0,2.4,25.0,2.42,1.15,2.78,2,42,1
